Campaign Name,Line_Item,Date,Phase/inputs,State,Geo Cut,Audience Cohort,Platform,Publisher,Devices,Section,Ad Unit,Ad Size,Language,Deal Type,Planned Impressions,Delivered Impressions,Planned Clicks,Delivered Clicks,Planned Video Views,Delivered Video Views (True Views),25% Views,50% Views,75% Views,100% Views,Planned Spends,Delievered Spends
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Metro_OS-P_Music_Paytunes_Mobil_Au+CoBa+Ovba_St+Au_Stand_Hi_CPM,2024-09-14,Media Plan,HSM P1,Metro + Non-Metro,OS-P,Music,Paytunes,Mobile,Audio + Companion Banner + Overlay banner,Static + Audio,Standard Banner,Hindi,CPM,281389.7677499999,,844.1693032499995,,0.0,,,,,,39394.56748499998,
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Metro_OS-P_Music_Paytunes_Mobil_Au+CoBa+Ovba_St+Au_Stand_Hi_CPM,2024-09-15,Media Plan,HSM P1,Metro + Non-Metro,OS-P,Music,Paytunes,Mobile,Audio + Companion Banner + Overlay banner,Static + Audio,Standard Banner,Hindi,CPM,281389.7677499999,,844.1693032499995,,0.0,,,,,,39394.56748499998,
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-08-22,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39808.0,159.872448,134.0,23980.8672,0.0,33639.0,32043.0,29655.0,28058.0,5195.85456,5175.04
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-08-23,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,40053.0,159.872448,173.0,23980.8672,0.0,34483.0,32043.0,29503.0,27901.0,5195.85456,5206.889999999999
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-08-24,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,40660.0,159.872448,174.0,23980.8672,0.0,33441.0,30478.0,27687.0,25598.0,5195.85456,5285.8
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-08-25,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,41062.0,159.872448,131.0,23980.8672,0.0,33507.0,31043.0,29060.0,26779.0,5195.85456,5338.06
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-08-26,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,40535.0,159.872448,150.0,23980.8672,0.0,33654.0,30432.0,28284.0,26247.0,5195.85456,5269.549999999999
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-08-27,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,40104.0,159.872448,133.0,23980.8672,0.0,33645.0,30776.0,28030.0,26087.0,5195.85456,5213.52
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-08-28,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39805.0,159.872448,147.0,23980.8672,0.0,32668.0,30281.0,27739.0,26148.0,5195.85456,5174.65
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-08-29,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,40178.0,159.872448,197.0,23980.8672,0.0,35858.0,33839.0,31997.0,30305.0,5195.85456,5223.14
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-08-30,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39877.0,159.872448,211.0,23980.8672,0.0,35928.0,34200.0,32416.0,30530.0,5195.85456,5184.01
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-08-31,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39859.0,159.872448,228.0,23980.8672,0.0,34973.0,33122.0,31401.0,30086.0,5195.85456,5181.67
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-01,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39824.0,159.872448,209.0,23980.8672,0.0,35929.0,34333.0,32713.0,31097.0,5195.85456,5177.12
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-02,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39868.0,159.872448,221.0,23980.8672,0.0,35534.0,33757.0,32159.0,30901.0,5195.85456,5182.84
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-03,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39876.0,159.872448,158.0,23980.8672,0.0,34686.0,33092.0,31482.0,30150.0,5195.85456,5183.88
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-04,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39844.0,159.872448,195.0,23980.8672,0.0,35062.0,33091.0,31562.0,29192.0,5195.85456,5179.719999999999
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-05,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39807.0,159.872448,175.0,23980.8672,0.0,34798.0,33171.0,31651.0,30028.0,5195.85456,5174.91
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-06,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39839.0,159.872448,195.0,23980.8672,0.0,35292.0,33766.0,32345.0,31207.0,5195.85456,5179.07
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-07,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39860.0,159.872448,188.0,23980.8672,0.0,35403.0,33276.0,31582.0,30054.0,5195.85456,5181.8
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-08,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39819.0,159.872448,207.0,23980.8672,0.0,34661.0,32340.0,30461.0,28510.0,5195.85456,5176.47
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-09,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,40403.0,159.872448,246.0,23980.8672,0.0,37048.0,34736.0,32947.0,30825.0,5195.85456,5252.39
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-10,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39709.0,159.872448,213.0,23980.8672,0.0,33900.0,32175.0,30547.0,28819.0,5195.85456,5162.17
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-11,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39724.0,159.872448,206.0,23980.8672,0.0,34837.0,32920.0,31656.0,30349.0,5195.85456,5164.12
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-12,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,39948.0,159.872448,207.0,23980.8672,0.0,35473.0,33704.0,31894.0,29906.0,5195.85456,5193.24
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-13,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,,159.872448,,23980.8672,,,,,,5195.85456,
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-14,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,,159.872448,,23980.8672,,,,,,5195.85456,
XCIR24IN008_Amz CC Aug Q3 24,HSM P1_Non-M_OS-P_Socia_Josh_Mobil_In_ViAd_20/10_Hi_CPM,2024-09-15,Media Plan,HSM P1,Non-Metro,OS-P,Social,Josh,Mobile,Instream,Video Ad,20/10 sec,Hindi,CPM,39968.112,,159.872448,,23980.8672,,,,,,5195.85456,
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-22,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,83635.0,2415.7056,465.0,329414.4,0.0,76493.0,73268.0,71070.0,69534.0,48314.112,9024.068277
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-23,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,146666.0,2415.7056,801.0,329414.4,0.0,135163.0,129794.0,126093.0,123382.0,48314.112,14412.255777
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-24,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,337723.0,2415.7056,1934.0,329414.4,0.0,310180.0,297248.0,288735.0,282512.0,48314.112,40425.651958
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-25,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,299045.0,2415.7056,1852.0,329414.4,0.0,273280.0,261484.0,253586.0,247916.0,48314.112,36770.76491
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-26,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,368400.0,2415.7056,2613.0,329414.4,0.0,333977.0,317911.0,307279.0,299839.0,48314.112,51363.705061
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-27,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,257370.0,2415.7056,1794.0,329414.4,0.0,233641.0,222923.0,215723.0,210567.0,48314.112,34111.228308
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-28,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,404670.0,2415.7056,3270.0,329414.4,0.0,366032.0,348233.0,336323.0,327718.0,48314.112,51523.033157
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-29,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,365452.0,2415.7056,2690.0,329414.4,0.0,339537.0,325302.0,315509.0,308237.0,48314.112,44684.015196
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-30,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,414009.0,2415.7056,1953.0,329414.4,0.0,388173.0,373864.0,364258.0,357368.0,48314.112,46649.232115
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-31,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,1301856.0,2415.7056,6222.0,329414.4,0.0,1229078.0,1189243.0,1160590.0,1138973.0,48314.112,149958.477429
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-01,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,704526.0,2415.7056,4369.0,329414.4,0.0,659052.0,631479.0,611918.0,597010.0,48314.112,86481.807087
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-02,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,483077.0,2415.7056,2195.0,329414.4,0.0,445070.0,428539.0,417155.0,408953.0,48314.112,41352.735283
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-03,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,523011.0,2415.7056,2066.0,329414.4,0.0,480203.0,462982.0,450934.0,442322.0,48314.112,44274.975898000004
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-04,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,490012.0,2415.7056,2250.0,329414.4,0.0,454419.0,437494.0,425492.0,416573.0,48314.112,45874.915053
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-05,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,508402.0,2415.7056,2490.0,329414.4,0.0,465352.0,445922.0,432731.0,423051.0,48314.112,45588.973606
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-06,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,554271.0,2415.7056,2636.0,329414.4,0.0,507770.0,487416.0,473628.0,463473.0,48314.112,44979.206291999995
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-07,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,567603.0,2415.7056,2845.0,329414.4,0.0,522171.0,500708.0,486067.0,475480.0,48314.112,46687.439378
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-08,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,646366.0,2415.7056,2627.0,329414.4,0.0,601846.0,581384.0,567177.0,556527.0,48314.112,45116.137315
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-09,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,524920.0,2415.7056,2359.0,329414.4,0.0,485029.0,467627.0,455532.0,446607.0,48314.112,39887.523855
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-10,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,682504.0,2415.7056,2534.0,329414.4,0.0,643473.0,623800.0,610088.0,599295.0,48314.112,45922.5158
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-11,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,658878.0,2415.7056,2724.0,329414.4,0.0,616725.0,596285.0,581900.0,570958.0,48314.112,46418.194993000005
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-12,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,637123.0,2415.7056,2978.0,329414.4,0.0,588268.0,565114.0,549301.0,537507.0,48314.112,46951.697921
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-13,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,,2415.7056,,329414.4,,,,,,48314.112,
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-14,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,,2415.7056,,329414.4,,,,,,48314.112,
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-09-15,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,439219.2,,2415.7056,,329414.4,,,,,,48314.112,
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-22,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,472243.2,102536.0,2597.3376,505.0,354182.4,0.0,92330.0,88285.0,85620.0,83699.0,51946.752,11144.849047
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-23,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,472243.2,57131.0,2597.3376,287.0,354182.4,0.0,52197.0,50148.0,48783.0,47837.0,51946.752,5278.479933
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-24,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,472243.2,190008.0,2597.3376,1064.0,354182.4,0.0,172801.0,165691.0,160848.0,157574.0,51946.752,22389.242974
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-25,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,472243.2,207429.0,2597.3376,1239.0,354182.4,0.0,188443.0,180561.0,175320.0,171492.0,51946.752,25414.266718
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-26,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,472243.2,297453.0,2597.3376,1987.0,354182.4,0.0,267234.0,254338.0,245813.0,239899.0,51946.752,42359.004356000005
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-27,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,472243.2,243790.0,2597.3376,1582.0,354182.4,0.0,219853.0,209558.0,203024.0,198490.0,51946.752,33287.009452
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-28,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,472243.2,349914.0,2597.3376,3060.0,354182.4,0.0,313884.0,298061.0,287342.0,279638.0,51946.752,44672.908067
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-29,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,472243.2,467986.0,2597.3376,3535.0,354182.4,0.0,433940.0,414838.0,401990.0,392831.0,51946.752,58613.404167
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-30,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,472243.2,382338.0,2597.3376,1690.0,354182.4,0.0,357340.0,343667.0,334396.0,327528.0,51946.752,46410.232552
XCIR24IN008_Amz CC Aug Q3 24,Maharashtra (Exc Pune)_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Ma_CPM,2024-08-31,Media Plan,Maharashtra (Exc Pune),Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Marathi,CPM,472243.2,2353456.0,2597.3376,9320.0,354182.4,0.0,2222682.0,2153124.0,2106899.0,2072896.0,51946.752,211010.410508
