Campaign Name,Line_Item,Date,Phase/inputs,State,Geo Cut,Audience Cohort,Platform,Publisher,Devices,Section,Ad Unit,Ad Size,Language,Deal Type,Planned Impressions,Delivered Impressions,Planned Clicks,Delivered Clicks,Planned Video Views,Delivered Video Views (True Views),25% Views,50% Views,75% Views,100% Views,Planned Spends,Delievered Spends
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-22,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,480946.0,5148.582911999999,2436.0,702079.488,0.0,434213.0,414198.0,401093.0,391872.0,102971.65824,49260.238732
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-23,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,331690.0,5148.582911999999,1419.0,702079.488,0.0,304335.0,292121.0,283650.0,277425.0,102971.65824,30556.001471000003
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-24,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,911279.0,5148.582911999999,5248.0,702079.488,0.0,827083.0,789491.0,764018.0,746112.0,102971.65824,105065.453518
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-25,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,804532.0,5148.582911999999,4745.0,702079.488,0.0,728967.0,694989.0,671939.0,655870.0,102971.65824,94542.47659800001
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-26,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,873810.0,5148.582911999999,5655.0,702079.488,0.0,787927.0,747542.0,720232.0,701345.0,102971.65824,109272.779281
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-27,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,509690.0,5148.582911999999,2942.0,702079.488,0.0,463884.0,442302.0,427741.0,417482.0,102971.65824,57710.781136000005
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-28,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,870761.0,5148.582911999999,5664.0,702079.488,0.0,785198.0,746272.0,719914.0,701388.0,102971.65824,107361.934264
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-29,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,899651.0,5148.582911999999,5251.0,702079.488,0.0,830026.0,794010.0,769698.0,752125.0,102971.65824,113289.219973
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-30,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,747064.0,5148.582911999999,3034.0,702079.488,0.0,695588.0,670241.0,652874.0,640109.0,102971.65824,73873.3481
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-31,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,3308033.0,5148.582911999999,12384.0,702079.488,0.0,3102367.0,3001583.0,2933693.0,2884446.0,102971.65824,276156.54115
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-01,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,1112374.0,5148.582911999999,4545.0,702079.488,0.0,1042525.0,1004105.0,977518.0,957902.0,102971.65824,100366.2422
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-02,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,1718593.0,5148.582911999999,4922.0,702079.488,0.0,1620936.0,1576946.0,1546973.0,1524363.0,102971.65824,99938.96880300001
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-03,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,1702022.0,5148.582911999999,5248.0,702079.488,0.0,1613194.0,1568116.0,1537353.0,1513355.0,102971.65824,98821.99574
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-04,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,1379718.0,5148.582911999999,4516.0,702079.488,0.0,1290335.0,1252076.0,1225617.0,1205901.0,102971.65824,89393.93351
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-05,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,1219456.0,5148.582911999999,4156.0,702079.488,0.0,1155263.0,1123194.0,1100729.0,1083393.0,102971.65824,66516.677501
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-06,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,1526426.0,5148.582911999999,5310.0,702079.488,0.0,1454705.0,1414987.0,1387295.0,1365160.0,102971.65824,90064.069133
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-07,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,1531981.0,5148.582911999999,5300.0,702079.488,0.0,1437768.0,1397515.0,1368424.0,1346411.0,102971.65824,102148.610866
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-08,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,1528663.0,5148.582911999999,5534.0,702079.488,0.0,1451058.0,1413137.0,1385752.0,1364553.0,102971.65824,90942.03451900001
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-09,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,1500966.0,5148.582911999999,5482.0,702079.488,0.0,1411415.0,1370882.0,1342483.0,1321028.0,102971.65824,102678.199756
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-10,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,1124909.0,5148.582911999999,3839.0,702079.488,0.0,1070368.0,1042994.0,1023536.0,1008341.0,102971.65824,67747.701084
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-11,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,773125.0,5148.582911999999,2578.0,702079.488,0.0,736253.0,715453.0,701616.0,690648.0,102971.65824,44329.940934
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-12,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,1622331.0,5148.582911999999,5714.0,702079.488,0.0,1531071.0,1488232.0,1457645.0,1434113.0,102971.65824,110350.096374
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-13,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,,5148.582911999999,,702079.488,,,,,,102971.65824,
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-14,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,,5148.582911999999,,702079.488,,,,,,102971.65824,
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Skept_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-15,Media Plan,HSM P0,Metro + Non-Metro,Skeptical Deal Seekers,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,936105.984,,5148.582911999999,,702079.488,,,,,,102971.65824,
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-22,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,378328.0,5754.10176,1858.0,784650.24,0.0,337536.0,321935.0,311913.0,304813.0,115082.0352,40429.426063
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-23,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,216814.0,5754.10176,892.0,784650.24,0.0,196715.0,188630.0,183308.0,179490.0,115082.0352,19972.459064
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-24,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,728477.0,5754.10176,3992.0,784650.24,0.0,656573.0,626779.0,607198.0,593618.0,115082.0352,85189.27586000001
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-25,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,668360.0,5754.10176,3661.0,784650.24,0.0,602359.0,574585.0,556252.0,543553.0,115082.0352,79290.377941
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-26,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,907145.0,5754.10176,6147.0,784650.24,0.0,809575.0,766922.0,738809.0,719315.0,115082.0352,126299.503897
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-27,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,630463.0,5754.10176,3692.0,784650.24,0.0,566466.0,539501.0,521788.0,509333.0,115082.0352,79412.450517
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-28,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,852822.0,5754.10176,6266.0,784650.24,0.0,759406.0,719318.0,692946.0,674890.0,115082.0352,112388.718173
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-29,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1029984.0,5754.10176,6490.0,784650.24,0.0,955313.0,914371.0,887239.0,867309.0,115082.0352,130974.336985
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-30,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,965034.0,5754.10176,4291.0,784650.24,0.0,894838.0,859253.0,835629.0,818341.0,115082.0352,106606.177351
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-31,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,4580087.0,5754.10176,18047.0,784650.24,0.0,4282051.0,4139728.0,4045535.0,3977095.0,115082.0352,371421.659999
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-01,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1652480.0,5754.10176,5636.0,784650.24,0.0,1544860.0,1496049.0,1463134.0,1438984.0,115082.0352,114986.024986
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-02,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1436837.0,5754.10176,3722.0,784650.24,0.0,1365772.0,1331278.0,1306842.0,1287856.0,115082.0352,91785.228083
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-03,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1514043.0,5754.10176,4772.0,784650.24,0.0,1422041.0,1380346.0,1352169.0,1331033.0,115082.0352,104951.678226
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-04,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1821547.0,5754.10176,6068.0,784650.24,0.0,1726236.0,1678801.0,1646234.0,1621382.0,115082.0352,112121.99067300001
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-05,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1641265.0,5754.10176,6238.0,784650.24,0.0,1537775.0,1490020.0,1456823.0,1431139.0,115082.0352,113875.76415599999
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-06,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1786579.0,5754.10176,6314.0,784650.24,0.0,1693302.0,1646175.0,1612732.0,1586862.0,115082.0352,110871.6057
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-07,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1730167.0,5754.10176,6713.0,784650.24,0.0,1629322.0,1580282.0,1545391.0,1518253.0,115082.0352,113908.49368500001
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-08,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1636247.0,5754.10176,6108.0,784650.24,0.0,1550689.0,1510117.0,1480958.0,1458430.0,115082.0352,104037.844539
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-09,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1725009.0,5754.10176,5295.0,784650.24,0.0,1641386.0,1601067.0,1571416.0,1547927.0,115082.0352,115612.760654
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-10,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1536282.0,5754.10176,5284.0,784650.24,0.0,1449227.0,1411655.0,1383862.0,1362434.0,115082.0352,107454.673397
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-11,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1736011.0,5754.10176,6468.0,784650.24,0.0,1661299.0,1616653.0,1584531.0,1558598.0,115082.0352,102901.701647
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-12,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,1538980.0,5754.10176,6113.0,784650.24,0.0,1446221.0,1401473.0,1369655.0,1345388.0,115082.0352,110354.695023
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-13,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,,5754.10176,,784650.24,,,,,,115082.0352,
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-14,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,,5754.10176,,784650.24,,,,,,115082.0352,
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Value_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-09-15,Media Plan,HSM P0,Metro + Non-Metro,Value Maximiser,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,1046200.32,,5754.10176,,784650.24,,,,,,115082.0352,
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Socia_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-22,Media Plan,HSM P0,Metro + Non-Metro,Socially Upmarket,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,439603.2,144173.0,2417.8176,697.0,329702.4,0.0,128408.0,122638.0,119071.0,116456.0,48356.352,15394.023115
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Socia_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-23,Media Plan,HSM P0,Metro + Non-Metro,Socially Upmarket,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,439603.2,82222.0,2417.8176,365.0,329702.4,0.0,74224.0,71201.0,69149.0,67710.0,48356.352,7696.457174
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Socia_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-24,Media Plan,HSM P0,Metro + Non-Metro,Socially Upmarket,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,439603.2,328075.0,2417.8176,1791.0,329702.4,0.0,292184.0,278625.0,269706.0,263722.0,48356.352,40625.069999
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Socia_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-25,Media Plan,HSM P0,Metro + Non-Metro,Socially Upmarket,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,439603.2,307875.0,2417.8176,1666.0,329702.4,0.0,276066.0,263389.0,255200.0,249471.0,48356.352,37514.788251
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Socia_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-26,Media Plan,HSM P0,Metro + Non-Metro,Socially Upmarket,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,439603.2,381562.0,2417.8176,2343.0,329702.4,0.0,339908.0,322213.0,310774.0,302899.0,48356.352,52752.425449
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Socia_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-27,Media Plan,HSM P0,Metro + Non-Metro,Socially Upmarket,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,439603.2,255804.0,2417.8176,1466.0,329702.4,0.0,228503.0,217989.0,210927.0,206166.0,48356.352,32698.263809000004
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Socia_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-28,Media Plan,HSM P0,Metro + Non-Metro,Socially Upmarket,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,439603.2,419516.0,2417.8176,3337.0,329702.4,0.0,373478.0,353963.0,341097.0,332110.0,48356.352,53309.649657
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Socia_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-29,Media Plan,HSM P0,Metro + Non-Metro,Socially Upmarket,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,439603.2,453503.0,2417.8176,3815.0,329702.4,0.0,415146.0,395175.0,381754.0,372251.0,48356.352,55707.771519999995
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Socia_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-30,Media Plan,HSM P0,Metro + Non-Metro,Socially Upmarket,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,439603.2,416534.0,2417.8176,4720.0,329702.4,0.0,384066.0,366323.0,353263.0,343725.0,48356.352,40056.333352
XCIR24IN008_Amz CC Aug Q3 24,HSM P0_Metro_Socia_Enter_Youtube_Deskt_NoIn_ViAd_20/10_Hi_CPM,2024-08-31,Media Plan,HSM P0,Metro + Non-Metro,Socially Upmarket,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,20/10 sec,Hindi,CPM,439603.2,2301612.0,2417.8176,30486.0,329702.4,0.0,2063009.0,1943760.0,1861532.0,1801925.0,48356.352,153615.640936
