Geo,Cohort,Genre,Publisher_x,Devices,Section,Ad Unit,Ad Size,Creatives,Language,Targeting,Deal Type,DV,DCM,#Days,Est Imp,CTR%,VTR,Est Video Views,Est Clicks,Reach,Avg Freq,Net Rate,DMP Data Cost,Total Net Cost,eCPM,eCPC,Start Date,End Date,Line_Item,Total_Days,Campaign Name,Phase/inputs,Number_of_Days,Date,Publisher_y,Line Item Name,Impressions,Clicks,Views,25% Views,50% Views,75% Views,100% Views,Spends
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,1459349.8357214767,0.0041,0.75,1094512.3767911077,5983.334326458054,3283537.1303733224,4.0,110,,160528.48192936243,110.0,26.82926829268293,2024-09-18,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,1,2024-09-18,Youtube,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,70024.0,221.0,0.0,64332.0,62454.0,61174.0,60321.0,7702.64
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,1459349.8357214767,0.0041,0.75,1094512.3767911077,5983.334326458054,3283537.1303733224,4.0,110,,160528.48192936243,110.0,26.82926829268293,2024-09-18,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,2,2024-09-19,Youtube,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,65529.0,190.0,0.0,61846.0,60323.0,59105.0,58262.0,7208.1900000000005
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,1459349.8357214767,0.0041,0.75,1094512.3767911077,5983.334326458054,3283537.1303733224,4.0,110,,160528.48192936243,110.0,26.82926829268293,2024-09-18,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,3,2024-09-20,Youtube,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,71671.0,215.0,0.0,67947.0,66044.0,64753.0,63746.0,7883.81
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,1459349.8357214767,0.0041,0.75,1094512.3767911077,5983.334326458054,3283537.1303733224,4.0,110,,160528.48192936243,110.0,26.82926829268293,2024-09-18,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,4,2024-09-21,Youtube,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,104476.0,211.0,0.0,100795.0,98904.0,97487.0,96313.0,11492.36
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,1459349.8357214767,0.0041,0.75,1094512.3767911077,5983.334326458054,3283537.1303733224,4.0,110,,160528.48192936243,110.0,26.82926829268293,2024-09-18,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,5,2024-09-22,Youtube,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,388788.0,824.0,0.0,372235.0,365576.0,360642.0,356729.0,42766.68
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,1459349.8357214767,0.0041,0.75,1094512.3767911077,5983.334326458054,3283537.1303733224,4.0,110,,160528.48192936243,110.0,26.82926829268293,2024-09-18,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,6,2024-09-23,Youtube,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,683337.0,1735.0,0.0,654913.0,641727.0,632318.0,624741.0,75167.07
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,1459349.8357214767,0.0041,0.75,1094512.3767911077,5983.334326458054,3283537.1303733224,4.0,110,,160528.48192936243,110.0,26.82926829268293,2024-09-18,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,7,2024-09-24,Youtube,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,3992875.0,31541.0,0.0,3749715.0,3618082.0,3525317.0,3452750.0,439216.25
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,1459349.8357214767,0.0041,0.75,1094512.3767911077,5983.334326458054,3283537.1303733224,4.0,110,,160528.48192936243,110.0,26.82926829268293,2024-09-18,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,8,2024-09-25,Youtube,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,3646261.0,19309.0,0.0,3475214.0,3384650.0,3317147.0,3263215.0,401088.70999999996
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,1459349.8357214767,0.0041,0.75,1094512.3767911077,5983.334326458054,3283537.1303733224,4.0,110,,160528.48192936243,110.0,26.82926829268293,2024-09-18,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,9,2024-09-26,Youtube,Metro_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFBF_CPM (,4783515.0,35070.0,0.0,4507210.0,4359669.0,4254892.0,4172982.0,526186.65
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,All Placements,Video Ad,6 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,5298704.253859399,0.0043,0.91,4821820.871012053,22784.428291595417,2649352.1269296994,10.0,45,,238441.69142367292,45.0,10.465116279069766,2024-09-22,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFBF_CPM (,5,J'24 Digital Media Plan_Phase-1,DADR Plan,1,2024-09-22,Youtube,Metro_BFP_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFBF_CPM (,680784.0,3067.0,0.0,665014.0,648309.0,636802.0,627864.0,30635.280000000002
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,All Placements,Video Ad,6 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,5298704.253859399,0.0043,0.91,4821820.871012053,22784.428291595417,2649352.1269296994,10.0,45,,238441.69142367292,45.0,10.465116279069766,2024-09-22,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFBF_CPM (,5,J'24 Digital Media Plan_Phase-1,DADR Plan,2,2024-09-23,Youtube,Metro_BFP_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFBF_CPM (,164898.0,736.0,0.0,161010.0,156786.0,153800.0,151525.0,7420.41
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,All Placements,Video Ad,6 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,5298704.253859399,0.0043,0.91,4821820.871012053,22784.428291595417,2649352.1269296994,10.0,45,,238441.69142367292,45.0,10.465116279069766,2024-09-22,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFBF_CPM (,5,J'24 Digital Media Plan_Phase-1,DADR Plan,3,2024-09-24,Youtube,Metro_BFP_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFBF_CPM (,9590334.0,48133.0,0.0,9340484.0,9095973.0,8934633.0,8811403.0,431565.03
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,All Placements,Video Ad,6 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,5298704.253859399,0.0043,0.91,4821820.871012053,22784.428291595417,2649352.1269296994,10.0,45,,238441.69142367292,45.0,10.465116279069766,2024-09-22,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFBF_CPM (,5,J'24 Digital Media Plan_Phase-1,DADR Plan,4,2024-09-25,Youtube,Metro_BFP_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFBF_CPM (,7563206.0,33151.0,0.0,7390482.0,7199263.0,7072926.0,6976692.0,340344.27
Metros,BFP,Entertainment,Youtube,Desktop+Mobile,All Placements,Video Ad,6 sec,Refer to Sting Details,Hinglish,"18-44 MF, BFP",CPM (Target freq),N,Y,1.0,5298704.253859399,0.0043,0.91,4821820.871012053,22784.428291595417,2649352.1269296994,10.0,45,,238441.69142367292,45.0,10.465116279069766,2024-09-22,2024-09-26,Metro_BFP_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFBF_CPM (,5,J'24 Digital Media Plan_Phase-1,DADR Plan,5,2024-09-26,Youtube,Metro_BFP_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFBF_CPM (,7452170.0,41796.0,0.0,7229719.0,7006213.0,6864177.0,6758663.0,335347.64999999997
Metros,BFP,Entertainment,PMP OTT (Rest),Desktop+Mobile,Midroll (non-skip),Video Ad,10 sec,Refer to Sting Details,Hinglish,Busy Family Person (BFP),CPM,N,Y,1.0,113841.0,0.012,0.85,96764.85,1366.092,227682.0,1.0,90,,10245.69,90.0,7.5,2024-09-18,2024-09-19,Metro_BFP_Enter_PMP OTT (Rest)_Deskt_Midro_ViAd_10 se_Refer_Hingl_BuFaPe(B_CPM,2,J'24 Digital Media Plan_Phase-1,DADR Plan,1,2024-09-18,PMP,Metro_BFP_Enter_PMP OTT (Rest)_Deskt_Midro_ViAd_10 se_Refer_Hingl_BuFaPe(B_CPM,188336.0,483.0,0.0,0.0,0.0,0.0,165665.0,16950.239999999998
Metros,BFP,Entertainment,PMP OTT (Rest),Desktop+Mobile,Midroll (non-skip),Video Ad,10 sec,Refer to Sting Details,Hinglish,Busy Family Person (BFP),CPM,N,Y,1.0,113841.0,0.012,0.85,96764.85,1366.092,227682.0,1.0,90,,10245.69,90.0,7.5,2024-09-18,2024-09-19,Metro_BFP_Enter_PMP OTT (Rest)_Deskt_Midro_ViAd_10 se_Refer_Hingl_BuFaPe(B_CPM,2,J'24 Digital Media Plan_Phase-1,DADR Plan,2,2024-09-19,PMP,Metro_BFP_Enter_PMP OTT (Rest)_Deskt_Midro_ViAd_10 se_Refer_Hingl_BuFaPe(B_CPM,51715.0,183.0,0.0,0.0,0.0,0.0,43413.0,4654.35
Metros,BFP,Network,DSP (Acxiom),Desktop+Mobile,RON,Display,-,"OPS - WL(higher skew), CEPC, LA,TV, OHL, SL",English,"18-44 MF, BFP",CPM,Y,Y,1.0,1075224.0774877027,0.015,,0.0,16128.36116231554,1433632.1033169369,6.0,105,,112898.52813620878,105.0,7.000000000000001,2024-09-18,2024-09-25,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,8,J'24 Digital Media Plan_Phase-1,DADR Plan,1,2024-09-18,DSP,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,104305.0,122.0,0.0,0.0,0.0,0.0,0.0,10952.025
Metros,BFP,Network,DSP (Acxiom),Desktop+Mobile,RON,Display,-,"OPS - WL(higher skew), CEPC, LA,TV, OHL, SL",English,"18-44 MF, BFP",CPM,Y,Y,1.0,1075224.0774877027,0.015,,0.0,16128.36116231554,1433632.1033169369,6.0,105,,112898.52813620878,105.0,7.000000000000001,2024-09-18,2024-09-25,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,8,J'24 Digital Media Plan_Phase-1,DADR Plan,2,2024-09-19,DSP,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,148641.0,814.0,0.0,0.0,0.0,0.0,0.0,15607.305
Metros,BFP,Network,DSP (Acxiom),Desktop+Mobile,RON,Display,-,"OPS - WL(higher skew), CEPC, LA,TV, OHL, SL",English,"18-44 MF, BFP",CPM,Y,Y,1.0,1075224.0774877027,0.015,,0.0,16128.36116231554,1433632.1033169369,6.0,105,,112898.52813620878,105.0,7.000000000000001,2024-09-18,2024-09-25,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,8,J'24 Digital Media Plan_Phase-1,DADR Plan,3,2024-09-20,DSP,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,3233624.0,23107.0,0.0,0.0,0.0,0.0,0.0,339530.52
Metros,BFP,Network,DSP (Acxiom),Desktop+Mobile,RON,Display,-,"OPS - WL(higher skew), CEPC, LA,TV, OHL, SL",English,"18-44 MF, BFP",CPM,Y,Y,1.0,1075224.0774877027,0.015,,0.0,16128.36116231554,1433632.1033169369,6.0,105,,112898.52813620878,105.0,7.000000000000001,2024-09-18,2024-09-25,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,8,J'24 Digital Media Plan_Phase-1,DADR Plan,4,2024-09-21,DSP,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,999763.0,20218.0,0.0,0.0,0.0,0.0,0.0,104975.115
Metros,BFP,Network,DSP (Acxiom),Desktop+Mobile,RON,Display,-,"OPS - WL(higher skew), CEPC, LA,TV, OHL, SL",English,"18-44 MF, BFP",CPM,Y,Y,1.0,1075224.0774877027,0.015,,0.0,16128.36116231554,1433632.1033169369,6.0,105,,112898.52813620878,105.0,7.000000000000001,2024-09-18,2024-09-25,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,8,J'24 Digital Media Plan_Phase-1,DADR Plan,5,2024-09-22,DSP,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,1014753.0,6159.0,0.0,0.0,0.0,0.0,0.0,106549.065
Metros,BFP,Network,DSP (Acxiom),Desktop+Mobile,RON,Display,-,"OPS - WL(higher skew), CEPC, LA,TV, OHL, SL",English,"18-44 MF, BFP",CPM,Y,Y,1.0,1075224.0774877027,0.015,,0.0,16128.36116231554,1433632.1033169369,6.0,105,,112898.52813620878,105.0,7.000000000000001,2024-09-18,2024-09-25,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,8,J'24 Digital Media Plan_Phase-1,DADR Plan,6,2024-09-23,DSP,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,1004064.0,41203.0,0.0,0.0,0.0,0.0,0.0,105426.72
Metros,BFP,Network,DSP (Acxiom),Desktop+Mobile,RON,Display,-,"OPS - WL(higher skew), CEPC, LA,TV, OHL, SL",English,"18-44 MF, BFP",CPM,Y,Y,1.0,1075224.0774877027,0.015,,0.0,16128.36116231554,1433632.1033169369,6.0,105,,112898.52813620878,105.0,7.000000000000001,2024-09-18,2024-09-25,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,8,J'24 Digital Media Plan_Phase-1,DADR Plan,7,2024-09-24,DSP,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,901280.0,43470.0,0.0,0.0,0.0,0.0,0.0,94634.4
Metros,BFP,Network,DSP (Acxiom),Desktop+Mobile,RON,Display,-,"OPS - WL(higher skew), CEPC, LA,TV, OHL, SL",English,"18-44 MF, BFP",CPM,Y,Y,1.0,1075224.0774877027,0.015,,0.0,16128.36116231554,1433632.1033169369,6.0,105,,112898.52813620878,105.0,7.000000000000001,2024-09-18,2024-09-25,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,8,J'24 Digital Media Plan_Phase-1,DADR Plan,8,2024-09-25,DSP,Metro_BFP_Netwo_DSP (Acxiom)_Deskt_RON_Di_-_OPS -_Engli_18MFBF_CPM,1145245.0,33641.0,0.0,0.0,0.0,0.0,0.0,120250.725
Metros,SS,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target Freq),N,Y,1.0,904738.719249066,0.0041,0.75,678554.0394367996,3709.428748921171,2035662.118310399,4.0,110,,99521.25911739728,110.0,26.829268292682926,2024-09-18,2024-09-26,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,1,2024-09-18,Youtube,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,78984.0,202.0,0.0,72523.0,70433.0,68988.0,68037.0,8688.24
Metros,SS,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target Freq),N,Y,1.0,904738.719249066,0.0041,0.75,678554.0394367996,3709.428748921171,2035662.118310399,4.0,110,,99521.25911739728,110.0,26.829268292682926,2024-09-18,2024-09-26,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,2,2024-09-19,Youtube,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,81622.0,185.0,0.0,76501.0,74651.0,73293.0,72317.0,8978.42
Metros,SS,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target Freq),N,Y,1.0,904738.719249066,0.0041,0.75,678554.0394367996,3709.428748921171,2035662.118310399,4.0,110,,99521.25911739728,110.0,26.829268292682926,2024-09-18,2024-09-26,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,3,2024-09-20,Youtube,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,77861.0,190.0,0.0,73001.0,70865.0,69355.0,68255.0,8564.71
Metros,SS,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target Freq),N,Y,1.0,904738.719249066,0.0041,0.75,678554.0394367996,3709.428748921171,2035662.118310399,4.0,110,,99521.25911739728,110.0,26.829268292682926,2024-09-18,2024-09-26,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,4,2024-09-21,Youtube,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,80573.0,215.0,0.0,75566.0,73543.0,72213.0,71156.0,8863.029999999999
Metros,SS,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target Freq),N,Y,1.0,904738.719249066,0.0041,0.75,678554.0394367996,3709.428748921171,2035662.118310399,4.0,110,,99521.25911739728,110.0,26.829268292682926,2024-09-18,2024-09-26,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,5,2024-09-22,Youtube,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,170940.0,347.0,0.0,163261.0,160120.0,157813.0,156125.0,18803.4
Metros,SS,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target Freq),N,Y,1.0,904738.719249066,0.0041,0.75,678554.0394367996,3709.428748921171,2035662.118310399,4.0,110,,99521.25911739728,110.0,26.829268292682926,2024-09-18,2024-09-26,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,6,2024-09-23,Youtube,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,224072.0,668.0,0.0,208790.0,202744.0,198585.0,195341.0,24647.920000000002
Metros,SS,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target Freq),N,Y,1.0,904738.719249066,0.0041,0.75,678554.0394367996,3709.428748921171,2035662.118310399,4.0,110,,99521.25911739728,110.0,26.829268292682926,2024-09-18,2024-09-26,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,7,2024-09-24,Youtube,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,2605623.0,14176.0,0.0,2471128.0,2402159.0,2355534.0,2319293.0,286618.53
Metros,SS,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target Freq),N,Y,1.0,904738.719249066,0.0041,0.75,678554.0394367996,3709.428748921171,2035662.118310399,4.0,110,,99521.25911739728,110.0,26.829268292682926,2024-09-18,2024-09-26,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,8,2024-09-25,Youtube,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,2359373.0,13713.0,0.0,2225359.0,2159817.0,2113110.0,2076555.0,259531.03
Metros,SS,Entertainment,Youtube,Desktop+Mobile,Non-skip Instream,Video Ad,10 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target Freq),N,Y,1.0,904738.719249066,0.0041,0.75,678554.0394367996,3709.428748921171,2035662.118310399,4.0,110,,99521.25911739728,110.0,26.829268292682926,2024-09-18,2024-09-26,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,9,J'24 Digital Media Plan_Phase-1,DADR Plan,9,2024-09-26,Youtube,Metro_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Refer_Hingl_18MFSS_CPM (,1010218.0,7257.0,0.0,948980.0,918672.0,895346.0,877530.0,111123.98000000001
Metros,SS,Entertainment,Youtube,Desktop+Mobile,All Placements,Video Ad,6 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target freq),N,Y,1.0,3284985.3975872016,0.0043,0.91,2989336.7118043536,14125.437209624966,1493175.1807214553,11.0,45,,147824.34289142405,45.0,10.465116279069766,2024-09-22,2024-09-26,Metro_SS_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFSS_CPM (,5,J'24 Digital Media Plan_Phase-1,DADR Plan,1,2024-09-22,Youtube,Metro_SS_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFSS_CPM (,598647.0,2549.0,0.0,583828.0,568583.0,558388.0,550587.0,26939.115
Metros,SS,Entertainment,Youtube,Desktop+Mobile,All Placements,Video Ad,6 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target freq),N,Y,1.0,3284985.3975872016,0.0043,0.91,2989336.7118043536,14125.437209624966,1493175.1807214553,11.0,45,,147824.34289142405,45.0,10.465116279069766,2024-09-22,2024-09-26,Metro_SS_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFSS_CPM (,5,J'24 Digital Media Plan_Phase-1,DADR Plan,2,2024-09-23,Youtube,Metro_SS_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFSS_CPM (,148355.0,708.0,0.0,144412.0,140432.0,137737.0,135672.0,6675.975
Metros,SS,Entertainment,Youtube,Desktop+Mobile,All Placements,Video Ad,6 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target freq),N,Y,1.0,3284985.3975872016,0.0043,0.91,2989336.7118043536,14125.437209624966,1493175.1807214553,11.0,45,,147824.34289142405,45.0,10.465116279069766,2024-09-22,2024-09-26,Metro_SS_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFSS_CPM (,5,J'24 Digital Media Plan_Phase-1,DADR Plan,3,2024-09-24,Youtube,Metro_SS_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFSS_CPM (,5447330.0,28452.0,0.0,5293230.0,5143065.0,5043193.0,4967859.0,245129.85
Metros,SS,Entertainment,Youtube,Desktop+Mobile,All Placements,Video Ad,6 sec,Refer to Sting Details,Hinglish,"18-44 MF, SS",CPM (Target freq),N,Y,1.0,3284985.3975872016,0.0043,0.91,2989336.7118043536,14125.437209624966,1493175.1807214553,11.0,45,,147824.34289142405,45.0,10.465116279069766,2024-09-22,2024-09-26,Metro_SS_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFSS_CPM (,5,J'24 Digital Media Plan_Phase-1,DADR Plan,4,2024-09-25,Youtube,Metro_SS_Enter_Youtube_Deskt_All P_ViAd_6 sec_Refer_Hingl_18MFSS_CPM (,5142214.0,30708.0,0.0,5003383.0,4859114.0,4758867.0,4681079.0,231399.63
