Date,day,geocity,cyplannedimpressions24,lyplannedimpressions,cydeliveredimpressions24,lydeliveredimpressions,deliveredimpressionpercent,lydeliveredimpressionpercent,deliveredimpressionsvsly,cyplannedviews24,lyplannedviews,cydeliveredviews24,lydeliveredviews,deliveredviewspercent,lydeliveredviewspercent,deliveredviewsvsly,plannedctr,lyplannedctr,deliveredctr,lydeliveredctr,deliveredctrpercent,lydeliveredctrpercent,deliveredctrvsly,plannedvtr,lyplannedvtr,deliveredvtr,lydeliveredvtr,deliveredvtrpercent,lydeliveredvtrpercent,deliveredvtrvsly,cyplannedclicks24,lyplannedclicks,cydeliveredclicks24,lydeliveredclicks,deliveredclickspercent,lydeliveredclickspercent,deliveredclicksvsly,cyplannedspends24,lyplannedspends,cydeliveredspends24,lydeliveredspends,deliveredspendspercent,lydeliveredspendspercent,deliveredspendsvsly
2024-07-03,T-17,Thane & Nagpur,372006.11,,785042.0,,2.1102933259826586,,0.0,236489.59999999998,,627817.0,,2.6547341316710713,,0.0,0.004000000000000005,,0.004607396801699782,,,,,0.6357142857142861,,0.7997240911951208,,,,,1488.02,,3617.0,,2.430739680195221,,0.0,29494.77,,32642.53,,1.1067226359771138,,0.0
2024-07-03,T-17,C1,366428.57,,442474.0,,1.2075313840155926,,0.0,311464.29,,370888.0,,1.1907882123609668,,0.0,0.01,,0.026543932524848917,,,,,0.8499999999999994,,0.8382142227565913,,,,,3664.29,,11745.0,,3.205263157894732,,0.0,43971.43,,53096.88,,1.2075313840155937,,0.0
2024-07-04,T-16,AP + TG C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,T-16,"Ahemdabad, Gandhinagar, Surat, Vadodara",421300.42000000004,,980321.0,,,,,267826.69,,798654.0,,,,,,,,,,,,,,,,,,,1685.2,,4576.0,,,,,33403.11,,35676.52,,,,
2024-07-04,T-16,Bangalore,929894.66,1488838.1944444445,1385324.0,1402489.0,,0.9420022976528585,,625517.6,725793.7152777778,1160157.0,774840.0,,1.0675760669868175,,,0.006337963466106822,,0.0071187724110492135,,,,,0.48748998916474295,,0.5524749213719323,,,,3559.1800000000003,9436.202083333334,7429.0,9984.0,,1.0580527962234099,,106722.84,140576.02430555556,133380.02000000002,104325.13194899997,,0.7421260664068805,
2024-07-04,T-16,Bharuch,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Bhopal,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Bhubaneswar,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Chandigarh,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Chennai,419888.57,681787.9166666667,630190.0,560349.0,,0.8218816824146804,,296648.14999999997,382289.1736111111,527600.0,330535.0,,0.8646203523834061,,,0.005663707127888621,,0.006970655787732288,,,,,0.5607156775088701,,0.5898734538653589,,,,1540.87,3861.4470833333335,4755.0,3906.0,,1.0115378809304327,,61821.38,68585.82291666667,69058.65,39724.382016,,0.5791923217756828,
2024-07-04,T-16,Coimbatore,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Dehra Dun,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Delhi,1845566.76,2480869.027777778,2771137.0,2468001.0,,0.9948130966876133,,1251282.46,1205209.5069444445,2223354.0,1390963.0,,1.154125479416848,,,0.006353512380882213,,0.007818068145029115,,,,,0.485801343581609,,0.5635990423018468,,,,7018.13,15762.232083333332,20005.0,19295.0,,1.2241286575396986,,221235.22,233890.12847222222,235372.40000000002,178620.947106,,0.7636959638816642,
2024-07-04,T-16,Durgapur,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Gujarat C1,,667059.0051671301,,921135.0,,1.3808898356288761,,,271504.7178925863,,486323.0,,1.7912138093762366,,,0.007078947368421051,,0.009136554359567273,,,,,0.4070175438596491,,0.5279606138079652,,,,,4722.07558920942,,8416.0,,1.7822671071237604,,,58455.4338738564,,56107.853526,,0.9598398268170869,
2024-07-04,T-16,Guwahati,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Hyderabad,839343.29,1359349.7222222225,1012819.0,1316181.0,,0.968243108071077,,586820.37,740996.5694444445,827134.0,699260.0,,0.9436750841157927,,,0.005807393200057461,,0.008280775972301683,,,,,0.5451110610690283,,0.53127951246827,,,,3108.9300000000003,7894.278333333334,9404.0,10899.0,,1.3806201833522043,,117656.26999999999,134957.13194444444,101186.58,91553.785791,,0.6783916082974291,
2024-07-04,T-16,Imphal,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Indore,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Jaipur,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Kanpur,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Kochi,57670.49,91311.61074999999,118936.0,136211.0,,1.491716101394039,,36661.95,37165.42753333333,98414.0,75400.0,,2.0287671904856857,,,0.007078947368421052,,0.008002290563904531,,,,,0.4070175438596491,,0.5535529435948638,,,,230.68,646.3900866249999,451.0,1090.0,,1.6862882376356094,,4572.4400000000005,8001.78062625,4885.02,7766.056818,,0.9705410808843342,
2024-07-04,T-16,Kolkata,363794.44,591223.75,584905.0,534580.0,,0.9041923637201652,,257925.27000000002,334627.6875,487913.0,293604.0,,0.8774049816185637,,,0.005615126675814359,,0.007250551835085488,,,,,0.5659916190782255,,0.5492236896255004,,,,1330.78,3319.79625,4299.0,3876.0,,1.1675415321045681,,54433.41,59738.46875,55661.340000000004,38789.585619000005,,0.6493233996561053,
2024-07-04,T-16,Lucknow,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Madurai,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Maharashtra C2,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Metros,3727257.1500000004,1241333.3333333335,6986150.0,1895044.0,,1.5266197636949514,,1114350.0,737200.0000000001,3877984.0,1381472.0,,1.8739446554530654,,,0.0,,0.0,,,,,0.5938775510204082,,0.7289920445118953,,,,38445.15,0.0,102733.0,0.0,,,,356720.93,168973.33333333334,459831.35,174800.53603999998,,1.0344859309555747,
2024-07-04,T-16,Mumbai,1350994.51,2012121.9444444445,1812416.0,1653573.0,,0.821805559332816,,911795.33,936040.4583333335,1462827.0,935053.0,,0.9989450687472509,,,0.006543201835431059,,0.007804916988847786,,,,,0.46520066088329365,,0.5654742790309227,,,,5156.88,13165.72,12463.0,12906.0,,0.9802730120342831,,157945.44,186201.15972222222,201234.51,136318.252997,,0.7321020620943591,
2024-07-04,T-16,PAN India,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Panjim,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Patna,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Pune,447616.3,478654.0277777778,827013.0,565906.0,,1.1822860921641094,,303116.72,260265.6458333333,686696.0,343667.0,,1.3204470336437508,,,0.0058199734846759235,,0.006085816372330387,,,,,0.5437448151050878,,0.6072863691143052,,,,1703.85,2785.75375,5960.0,3444.0,,1.2362901781968345,,53307.79,47465.92013888888,61009.67,46442.73659100001,,0.9784438278054031,
2024-07-04,T-16,Punjab C2,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Ranchi,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Tamil Nadu C2,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Thiruvananthapuram,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,UP C2,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Varanasi,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Vizag,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,Vijaywada,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,"C1, C2 & Metros",,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,
2024-07-04,T-16,"Bhubaneswar, Lucknow",291833.54,314661.43762692827,831648.0,468147.0,,1.4877800201086244,,185522.75,128072.72549025851,695177.0,251165.0,,1.9611123214450852,,,0.007078947368421052,,0.009048439913104217,,,,,0.4070175438596491,,0.5365088316276725,,,,1167.34,2227.471755832729,3322.0,4236.0,,1.901707614881246,,23138.23,27574.278613096605,24724.79,26663.407514,,0.9669666390233693,
2024-07-04,T-16,"Chandigarh,Jaipur",295645.52999999997,468105.4210214723,722894.0,684529.0,,1.4623393989034794,,187946.09000000003,190527.11873154662,584835.0,360908.0,,1.8942605252353637,,,0.007078947368421054,,0.009831577624907053,,,,,0.4070175438596491,,0.5272355152228759,,,,1182.58,3313.6936382835806,3645.0,6730.0,,2.0309662674446844,,23440.47,41020.81715793429,25064.809999999998,39466.449126,,0.9621078237922512,
2024-07-04,T-16,"Coimbatore, Vizag",136006.18,213060.42508333334,283060.0,299299.0,,1.4047611135805091,,86461.07,86719.33091111112,232621.0,156414.0,,1.8036808904848123,,,0.007078947368421053,,0.00775144587853618,,,,,0.40701754385964917,,0.5226011446747233,,,,544.02,1508.2435354583333,1074.0,2320.0,,1.538213123714789,,10783.349999999999,18670.82146125,12142.32,18083.849229,,0.9685620563900618,
2024-07-04,T-16,"Indore,Patna",302100.0,204213.78916666668,939744.0,301214.0,,1.4749934430439844,,192049.29,83118.59488888888,780376.0,169187.0,,2.035489173345212,,,0.007078947368421052,,0.008615137410611725,,,,,0.40701754385964906,,0.561683719880218,,,,1208.4,1445.6186654166665,3844.0,2595.0,,1.7950792017838608,,23952.21,17895.576787500002,25587.53,17038.103302000003,,0.9520846131040078,
2024-07-04,T-16,ROC1,2678919.95,815883.1392888888,3729614.0,1433794.0,,1.7573521635091918,,682247.97,583227.5370155555,1350868.0,1169350.0,,2.0049636304617966,,,0.001429943346645839,,0.0016696959256350633,,,,,0.7148420024023143,,0.8155634630916296,,,,34798.77,1166.6666666666667,105605.0,2394.0,,2.052,,253879.81,106653.69699644443,343481.31,143484.012564,,1.3453261968854526,
2024-07-04,T-16,Thane & Nagpur,372006.11,589009.6657950957,735293.0,806794.0,,1.3697466219181995,,236489.59999999998,239737.26748151262,605162.0,430514.0,,1.7957742011604398,,,0.00707894736842105,,0.007622763679452252,,,,,0.40701754385964906,,0.5336108101944238,,,,1488.02,4169.568423654755,3207.0,6150.0,,1.4749727969709958,,29494.77,51615.84702888601,31505.88,49281.08302599999,,0.9547665273887803,
2024-07-04,T-16,C1,366428.57,10741529.33,385491.0,33013278.0,,3.073424368706723,,311464.29,515833.3333333334,321720.0,593162.0,,1.1499101777059773,,,0.02392694672277174,,0.024433805088970566,,,,,0.04802233625082262,,0.01796737664160463,,,,3664.29,257012.0,9828.0,806640.0,,3.1385304966305076,,43971.43,858112.3333,46258.92,858112.3333,,1.0,
