Date,Publisher,Line Item Name,Impressions,Clicks,Views,25% Views,50% Views,75% Views,100% Views,Spends
2024-09-18,Youtube,Metro_SUF_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFSU_CPM (,40004,60,34849.0,0.0,0.0,0.0,0.0,4400.4400000000005
2024-09-18,Youtube,Metro_VM_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFVM_CPM (,111262,182,95819.0,0.0,0.0,0.0,0.0,12238.82
2024-09-18,Youtube,"TN_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_H&K, _Hingl_18MFBF_CPM (",13359,23,11585.0,0.0,0.0,0.0,0.0,1469.49
2024-09-18,Youtube,TN_NA_Enter_Youtube_CTV_Non-s_ViAd_10 se_Fashi_Hingl_18MFOnSh_CPM (,64869,4,55880.0,0.0,0.0,0.0,0.0,9665.481
2024-09-18,Youtube,TN_SDS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFSD_CPM (,40323,66,34168.0,0.0,0.0,0.0,0.0,4435.530000000001
2024-09-18,Youtube,"TN_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_H&K, _Hingl_18MFSS_CPM (",11043,26,9470.0,0.0,0.0,0.0,0.0,1214.73
2024-09-18,Youtube,TN_SUF_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFSU_CPM (,12691,15,10767.0,0.0,0.0,0.0,0.0,1396.01
2024-09-18,Youtube,TN_VM_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFVM_CPM (,37554,79,32131.0,0.0,0.0,0.0,0.0,4130.9400000000005
2024-09-18,Youtube,"UP + _BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_H&K, _Hingl_18MFBF_CPM (",84417,217,73933.0,0.0,0.0,0.0,0.0,9285.869999999999
2024-09-18,Youtube,UP + _NA_Enter_Youtube_CTV_Non-s_ViAd_10 se_Fashi_Hingl_18MFOnSh_CPM (,558879,53,484245.0,0.0,0.0,0.0,0.0,83272.97099999999
2024-09-18,Youtube,UP + _SDS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFSD_CPM (,325090,1028,281784.0,0.0,0.0,0.0,0.0,35759.9
2024-09-18,Youtube,"UP + _SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_H&K, _Hingl_18MFSS_CPM (",41777,114,36433.0,0.0,0.0,0.0,0.0,4595.47
2024-09-18,Youtube,UP + _SUF_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFSU_CPM (,135630,363,117816.0,0.0,0.0,0.0,0.0,14919.3
2024-09-18,Youtube,UP + _VM_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFVM_CPM (,398299,1119,344227.0,0.0,0.0,0.0,0.0,43812.89
2024-09-18,Youtube,WB_BFP_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFBF_CPM (,8443,13,7315.0,0.0,0.0,0.0,0.0,928.73
2024-09-18,Youtube,WB_NA_Enter_Youtube_CTV_Non-s_ViAd_10 se_Fashi_Hingl_18MFOnSh_CPM (,25787,1,22381.0,0.0,0.0,0.0,0.0,3842.263
2024-09-18,Youtube,WB_SDS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFSD_CPM (,30227,50,25838.0,0.0,0.0,0.0,0.0,3324.9700000000003
2024-09-18,Youtube,WB_SS_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFSS_CPM (,4754,7,4036.0,0.0,0.0,0.0,0.0,522.94
2024-09-18,Youtube,WB_SUF_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFSU_CPM (,12784,29,10936.0,0.0,0.0,0.0,0.0,1406.24
2024-09-18,Youtube,WB_VM_Enter_Youtube_Deskt_Non-s_ViAd_10 se_Fashi_Hingl_18MFVM_CPM (,30030,45,26020.0,0.0,0.0,0.0,0.0,3303.3
